price,crime,nox,rooms,dist,radial,proptax,stratio,lowstat,lprice,lnox,lproptax
20500,.197,4.3099999,6.23,8.0600004,7,33,19.1,10.15,9.9281797,1.4609379,5.7990928
24499,.164,4.3099999,6.4299998,7.8299999,7,33,19.1,9.5200005,10.106387,1.4609379,5.7990928
26200,.191,4.3099999,6.7199998,7.8299999,7,33,19.1,6.5599999,10.173514,1.4609379,5.7990928
24399,.14,4.3099999,6.4899998,7.4000001,7,33,19.1,5.9000001,10.102298,1.4609379,5.7990928
24800,.214,4.3099999,6.4400001,7.4000001,7,33,19.1,3.5899999,10.118599,1.4609379,5.7990928
29599,.082000002,4.3099999,6.96,8.9099998,7,33,19.1,3.53,10.295496,1.4609379,5.7990928
42800,.36899999,4.3099999,8.2600002,8.9099998,7,33,19.1,3.54,10.664293,1.4609379,5.7990928
21900,.048,3.9200001,6.1100001,9.2200003,1,31.5,16.4,6.5700002,9.9942417,1.3660917,5.7525725
20900,.035,3.9200001,5.8800001,9.2200003,1,31.5,16.4,9.25,9.947504,1.3660917,5.7525725
43998,.015,3.9400001,7.4499998,6.3400002,3,24.4,15.9,3.1099999,10.691899,1.3711808,5.4971681
50001,.61199999,6.4699998,8.6999998,1.8,5,26.4,13,5.1199999,10.819798,1.8671761,5.5759492
36001,.66399997,6.4699998,7.3299999,1.89,5,26.4,13,7.79,10.491302,1.8671761,5.5759492
30101,.65700001,6.4699998,6.8400002,2.01,5,26.4,13,6.9000001,10.312314,1.8671761,5.5759492
33799,.54000002,6.4699998,7.1999998,2.1099999,5,26.4,13,9.5900002,10.428186,1.8671761,5.5759492
43101,.53399998,6.4699998,7.52,2.1400001,5,26.4,13,7.2600002,10.671302,1.8671761,5.5759492
48801,.51999998,6.4699998,8.3999996,2.29,5,26.4,13,5.9099998,10.795506,1.8671761,5.5759492
30999,.82499999,6.4699998,7.3299999,2.0799999,5,26.4,13,11.25,10.34171,1.8671761,5.5759492
36501,.55000001,6.4699998,7.21,1.9299999,5,26.4,13,8.1000004,10.505095,1.8671761,5.5759492
22800,.76200002,6.4699998,5.5599999,1.99,5,26.4,13,10.45,10.034515,1.8671761,5.5759492
30699,.78600001,6.4699998,7.0100002,2.1300001,5,26.4,13,14.79,10.331985,1.8671761,5.5759492
50001,.57800001,5.75,8.3000002,2.4200001,5,26.4,13,7.4400001,10.819798,1.7491999,5.5759492
43499,.54000002,5.75,7.4699998,2.8699999,5,26.4,13,3.1600001,10.680493,1.7491999,5.5759492
20700,.090999998,4.6399999,5.9200001,3.9200001,3,22.299999,18.6,13.65,9.9378891,1.5347143,5.4071717
21100,.29899999,4.6399999,5.8600001,4.4299998,3,22.299999,18.6,13,9.9570284,1.5347143,5.4071717
25200,.162,4.6399999,6.2399998,4.4299998,3,22.299999,18.6,6.5900002,10.1346,1.5347143,5.4071717
24399,.115,4.6399999,6.54,3.9200001,3,22.299999,18.6,7.73,10.102298,1.5347143,5.4071717
35200,.222,4.6399999,7.6900001,4.3699999,3,22.299999,18.6,6.5799999,10.468801,1.5347143,5.4071717
32400,.056000002,4.4699998,6.7600002,4.0799999,4,25.4,17.6,3.53,10.385914,1.4973884,5.5373344
32000,.096000001,4.4699998,6.8499999,4.27,4,25.4,17.6,2.98,10.373491,1.4973884,5.5373344
33200,.105,4.4699998,7.27,4.79,4,25.4,17.6,6.0500002,10.410305,1.4973884,5.5373344
33100,.061000001,4.4699998,6.8299999,4.8600001,4,25.4,17.6,4.1599998,10.407289,1.4973884,5.5373344
29100,.079999998,4.4699998,6.48,4.1399999,4,25.4,17.6,7.1900001,10.278494,1.4973884,5.5373344
35102,.20999999,4.4299998,6.8099999,4.0999999,5,21.6,14.9,4.8499999,10.466013,1.4883995,5.3752785
45401,.035999998,4.4299998,7.8200002,4.6900001,5,21.6,14.9,3.76,10.723289,1.4883995,5.3752785
35401,.037,4.4299998,6.9699998,5.2399998,5,21.6,14.9,4.5900002,10.474495,1.4883995,5.3752785
46000,.061000001,4.4299998,7.6399999,5.21,5,21.6,14.9,3.01,10.736397,1.4883995,5.3752785
50001,.015,4.0100002,7.9200001,5.8899999,1,19.799999,13.6,3.1600001,10.819798,1.3887913,5.2882671
32199,.0089999996,4,7.0900002,7.3099999,1,28.5,15.3,7.8499999,10.379691,1.3862944,5.6524892
22000,.011,3.8900001,6.4499998,7.3099999,1,30,15.3,8.2299995,9.9987974,1.3584092,5.7037826
20100,.02,3.8499999,6.23,9.0900002,1,24.1,18.200001,12.93,9.9084749,1.3480731,5.484797
23200,.039000001,4.0500002,6.21,7.3200002,6,29.299999,16.6,7.1399999,10.051908,1.3987169,5.6801724
22299,.046,4.0500002,6.3099999,7.3200002,6,29.299999,16.6,7.5999999,10.012297,1.3987169,5.6801724
24800,.043000001,4.0500002,6.5599999,7.3200002,6,29.299999,16.6,9.5100002,10.118599,1.3987169,5.6801724
28501,.035,4.1100001,6.8600001,5.1199999,4,24.5,19.200001,3.3299999,10.257694,1.4134231,5.5012584
37298,.079000004,4.1100001,7.1500001,5.1199999,4,24.5,19.200001,3.5599999,10.526695,1.4134231,5.5012584
27901,.035999998,4.1100001,6.6300001,5.1199999,4,24.5,19.200001,4.6999998,10.236418,1.4134231,5.5012584
23899,.082999997,4.3699999,6.1300001,5.5,4,28.9,16,8.5799999,10.081592,1.474763,5.6664267
21700,.082000002,4.3699999,6.0100002,5.5,4,28.9,16,10.4,9.9850674,1.474763,5.6664267
28601,.12899999,4.3699999,6.6799998,5.96,4,28.9,16,6.27,10.261197,1.474763,5.6664267
27100,.054000001,4.3699999,6.5500002,5.96,4,28.9,16,7.3899999,10.207289,1.474763,5.6664267
20300,.141,4.3699999,5.79,6.3200002,4,28.9,16,15.84,9.918376,1.474763,5.6664267
22501,.064999998,4,6.3400002,7.8299999,5,35.799999,14.8,4.9699998,10.021315,1.3862944,5.8805332
29001,.056000002,4,7.04,7.8299999,5,35.799999,14.8,4.7399998,10.275085,1.3862944,5.8805332
24800,.044,4,6.8699999,7.8299999,5,35.799999,14.8,6.0700002,10.118599,1.3862944,5.8805332
22000,.035,4.3299999,6.5900002,5.4899998,7,32.900002,16.1,9.5,9.9987974,1.4655675,5.7960577
26399,.093000002,4.3299999,6.4899998,5.4899998,7,32.900002,16.1,8.6700001,10.181082,1.4655675,5.7960577
33100,.1,4.7199998,6.98,5.4899998,7,32.900002,16.1,4.8600001,10.407289,1.5518087,5.7960577
36098,.055,4.7199998,7.2399998,4.02,7,22.200001,18.4,6.9299998,10.493993,1.5518087,5.4026775
28399,.055,4.7199998,6.6199999,3.3699999,7,22.200001,18.4,8.9300003,10.254109,1.5518087,5.4026775
33400,.075000003,4.7199998,7.4200001,3.0999999,7,22.200001,18.4,6.4699998,10.416311,1.5518087,5.4026775
28201,.048999999,4.7199998,6.8499999,3.1800001,7,22.200001,18.4,7.5300002,10.247112,1.5518087,5.4026775
22800,.493,5.4400001,6.6300001,3.3199999,4,30.4,18.4,4.54,10.034515,1.6937791,5.7170277
20300,.34900001,5.4400001,5.9699998,3.0999999,4,30.4,18.4,9.9700003,9.918376,1.6937791,5.7170277
16100,2.635,5.4400001,4.9699998,2.52,4,30.4,18.4,12.64,9.6865749,1.6937791,5.7170277
22099,.79000002,5.4400001,6.1199999,2.6400001,4,30.4,18.4,5.98,10.003287,1.6937791,5.7170277
19400,.26199999,5.4400001,6.02,2.8299999,4,30.4,18.4,11.72,9.8730288,1.6937791,5.7170277
21600,.26899999,5.4400001,6.27,3.26,4,30.4,18.4,7.9000001,9.9804487,1.6937791,5.7170277
23799,.36899999,5.4400001,6.5700002,3.5999999,4,30.4,18.4,9.2799997,10.077399,1.6937791,5.7170277
16200,.25400001,5.4400001,5.6999998,3.95,4,30.4,18.4,11.5,9.6927662,1.6937791,5.7170277
17800,.31799999,5.4400001,5.9099998,4,4,30.4,18.4,18.33,9.7869539,1.6937791,5.7170277
19800,.245,5.4400001,5.7800002,4.0300002,4,30.4,18.4,15.94,9.8934374,1.6937791,5.7170277
23100,.40200001,5.4400001,6.3800001,3.53,4,30.4,18.4,10.36,10.047588,1.6937791,5.7170277
21000,.47499999,5.4400001,6.1100001,4,4,30.4,18.4,12.73,9.9522781,1.6937791,5.7170277
23799,.168,4.9299998,6.4299998,4.54,5,28.700001,19.6,7.1999998,10.077399,1.5953389,5.659482
23100,.182,4.9299998,6.3800001,4.54,5,28.700001,19.6,6.8699999,10.047588,1.5953389,5.659482
20400,.35100001,4.9299998,6.04,4.7199998,5,28.700001,19.6,7.6999998,9.9232903,1.5953389,5.659482
18500,.28400001,4.9299998,5.71,4.7199998,5,28.700001,19.6,11.74,9.8255262,1.5953389,5.659482
24999,.34099999,4.9299998,6.4099998,4.7199998,5,28.700001,19.6,6.1199999,10.126591,1.5953389,5.659482
24600,.192,4.9299998,6.4299998,5.4200001,5,28.700001,19.6,5.0799999,10.110501,1.5953389,5.659482
23001,.303,4.9299998,6.3099999,5.4200001,5,28.700001,19.6,6.1500001,10.043293,1.5953389,5.659482
22199,.241,4.9299998,6.0799999,5.4200001,5,28.700001,19.6,12.79,10.007803,1.5953389,5.659482
19300,.066,4.5999999,5.8699999,5.21,4,43,16.9,9.9700003,9.8678608,1.5260563,6.0637851
22600,.067000002,4.5999999,6.3299999,5.21,4,43,16.9,7.3400002,10.025705,1.5260563,6.0637851
19800,.045000002,4.5999999,6.1399999,5.8699999,4,43,16.9,9.0900002,9.8934374,1.5260563,6.0637851
17100,.050000001,4.3800001,5.71,6.6399999,1,30.4,16.9,12.43,9.7468338,1.4770488,5.7170277
19400,.035,4.3800001,6.0300002,7.27,1,30.4,16.9,7.8299999,9.8730288,1.4770488,5.7170277
22199,.050999999,5.1500001,6.3200002,6.46,5,22.4,20.200001,5.6799998,10.007803,1.6389967,5.4116459
20700,.037,5.1500001,6.3099999,6.46,5,22.4,20.200001,6.75,9.9378891,1.6389967,5.4116459
21100,.039999999,5.1500001,6.04,5.9899998,5,22.4,20.200001,8.0100002,9.9570284,1.6389967,5.4116459
19500,.034000002,5.1500001,5.8699999,5.23,5,22.4,20.200001,9.8000002,9.87817,1.6389967,5.4116459
18500,.029999999,5.1500001,5.8899999,5.6100001,5,22.4,20.200001,10.56,9.8255262,1.6389967,5.4116459
20548,.033,5.1500001,6.0599999,4.8099999,5,22.4,20.200001,8.5100002,9.9305191,1.6389967,5.4116459
19000,.055,5.1500001,5.98,4.8099999,5,22.4,20.200001,9.7399998,9.8521938,1.6389967,5.4116459
18700,.061999999,5.1500001,5.9699998,4.8099999,5,22.4,20.200001,9.29,9.8362789,1.6389967,5.4116459
32778,.013,4.4200001,7.2399998,7.04,1,28.4,15.5,5.4899998,10.397512,1.4861397,5.6489744
16500,.025,5.1799998,6.54,6.27,1,42.200001,15.9,8.6499996,9.7111158,1.6448051,6.0450053
23899,.025,4.8400002,6.6999998,5.73,5,37,17.6,7.1799998,10.081592,1.5769148,5.9135032
31201,.029999999,4.8400002,6.8699999,6.4699998,5,37,17.6,4.6100001,10.348206,1.5769148,5.9135032
17500,.030999999,4.4200001,6.0100002,8.0100002,3,35.200001,18.799999,10.53,9.7699566,1.4861397,5.8636312
17200,.061999999,4.4200001,5.9000001,8.0100002,3,35.200001,18.799999,12.67,9.7526646,1.4861397,5.8636312
23100,.018999999,4.29,6.52,8.54,4,35.099998,17.9,6.3600001,10.047588,1.4562867,5.8607864
24499,.015,4.3499999,6.6300001,8.3400002,4,28,17,5.9899998,10.106387,1.4701759,5.6347895
26601,.028999999,4.29,6.9400001,8.79,1,33.5,19.700001,5.8899999,10.188704,1.4562867,5.8141303
22900,.061999999,4.29,6.4899998,8.79,1,33.5,19.700001,5.98,10.038892,1.4562867,5.8141303
24101,.079000004,4.1100001,6.5799999,10.71,4,41.099998,18.299999,5.4899998,10.090009,1.4134231,6.0185933
18600,.071999997,4.1100001,5.8800001,10.71,4,41.099998,18.299999,7.79,9.8309164,1.4134231,6.0185933
30101,.017000001,4.0999999,6.73,12.13,5,18.700001,17,4.5,10.312314,1.4109869,5.2311087
18200,.043000001,4.1300001,5.6599998,10.59,4,33.400002,22,8.0500002,9.8091764,1.4182774,5.811141
20600,.107,4.1300001,5.9400001,10.59,4,33.400002,22,5.5700002,9.9330463,1.4182774,5.811141
17794,8.9829998,7.6999998,6.21,2.1199999,24,66.599998,20.200001,17.6,9.7866163,2.0412202,6.5012898
21700,3.8499999,7.6999998,6.3899999,2.51,24,66.599998,20.200001,13.27,9.9850674,2.0412202,6.5012898
22700,5.2020001,7.6999998,6.1300001,2.72,24,66.599998,20.200001,11.48,10.03012,2.0412202,6.5012898
22600,4.2610002,7.6999998,6.1100001,2.51,24,66.599998,20.200001,12.67,10.025705,2.0412202,6.5012898
24999,4.5419998,7.6999998,6.4000001,2.52,24,66.599998,20.200001,7.79,10.126591,2.0412202,6.5012898
19900,3.8369999,7.6999998,6.25,2.3,24,66.599998,20.200001,14.19,9.8984747,2.0412202,6.5012898
20800,3.678,7.6999998,5.3600001,2.0999999,24,66.599998,20.200001,10.19,9.942708,2.0412202,6.5012898
16800,4.2220001,7.6999998,5.8000002,1.9,24,66.599998,20.200001,14.64,9.7291346,2.0412202,6.5012898
21900,3.474,7.1799998,8.7799997,1.9,24,66.599998,20.200001,5.29,9.9942417,1.9712994,6.5012898
27499,4.5560002,7.1799998,3.5599999,1.61,24,66.599998,20.200001,7.1199999,10.221905,1.9712994,6.5012898
21900,3.697,7.1799998,4.96,1.75,24,66.599998,20.200001,14,9.9942417,1.9712994,6.5012898
23100,13.522,6.3099999,3.8599999,1.51,24,66.599998,20.200001,13.33,10.047588,1.8421357,6.5012898
50001,4.8979998,6.3099999,4.9699998,1.33,24,66.599998,20.200001,3.26,10.819798,1.8421357,6.5012898
50001,5.6700001,6.3099999,6.6799998,1.36,24,66.599998,20.200001,3.73,10.819798,1.8421357,6.5012898
50001,6.539,6.3099999,7.02,1.2,24,66.599998,20.200001,2.96,10.819798,1.8421357,6.5012898
50001,9.2320004,6.3099999,6.2199998,1.17,24,66.599998,20.200001,9.5299997,10.819798,1.8421357,6.5012898
50001,8.2670002,6.6799998,5.8699999,1.13,24,66.599998,20.200001,8.8800001,10.819798,1.8991179,6.5012898
13800,11.108,6.6799998,4.9099998,1.17,24,66.599998,20.200001,34.77,9.532424,1.8991179,6.5012898
13800,18.497999,6.6799998,4.1399999,1.14,24,66.599998,20.200001,37.970001,9.532424,1.8991179,6.5012898
15000,19.608999,6.71,7.3099999,1.3200001,24,66.599998,20.200001,13.44,9.6158056,1.9035989,6.5012898
13900,15.288,6.71,6.6500001,1.34,24,66.599998,20.200001,23.24,9.5396442,1.9035989,6.5012898
13300,9.823,6.71,6.79,1.36,24,66.599998,20.200001,21.24,9.4955196,1.9035989,6.5012898
13100,23.648001,6.71,6.3800001,1.39,24,66.599998,20.200001,23.690001,9.4803677,1.9035989,6.5012898
10200,17.867001,6.71,6.2199998,1.39,24,66.599998,20.200001,21.780001,9.2301426,1.9035989,6.5012898
10400,88.975998,6.71,6.9699998,1.42,24,66.599998,20.200001,17.209999,9.2495613,1.9035989,6.5012898
10900,15.874,6.71,6.54,1.52,24,66.599998,20.200001,21.08,9.2965183,1.9035989,6.5012898
11300,9.1870003,7,5.54,1.58,24,66.599998,20.200001,23.6,9.3325577,1.9459101,6.5012898
12300,7.9920001,7,5.52,1.53,24,66.599998,20.200001,24.559999,9.4173546,1.9459101,6.5012898
8800,20.084999,7,4.3699999,1.4400001,24,66.599998,20.200001,30.629999,9.0825071,1.9459101,6.5012898
7200,16.812,7,5.2800002,1.4299999,24,66.599998,20.200001,30.809999,8.8818359,1.9459101,6.5012898
10500,24.393999,7,4.6500001,1.47,24,66.599998,20.200001,28.280001,9.2591305,1.9459101,6.5012898
7400,22.597,7,5,1.52,24,66.599998,20.200001,31.99,8.909235,1.9459101,6.5012898
10200,14.334,7,4.8800001,1.59,24,66.599998,20.200001,30.620001,9.2301426,1.9459101,6.5012898
11500,8.1520004,7,5.3899999,1.73,24,66.599998,20.200001,20.85,9.3501024,1.9459101,6.5012898
15100,6.9619999,7,5.71,1.9299999,24,66.599998,20.200001,17.110001,9.6224499,1.9459101,6.5012898
23200,5.2930002,7,6.0500002,2.1700001,24,66.599998,20.200001,18.76,10.051908,1.9459101,6.5012898
9700,11.578,7,5.04,1.77,24,66.599998,20.200001,25.68,9.1798811,1.9459101,6.5012898
13800,8.6450005,6.9299998,6.1900001,1.79,24,66.599998,20.200001,15.17,9.532424,1.9358598,6.5012898
12700,13.36,6.9299998,5.8899999,1.78,24,66.599998,20.200001,16.35,9.449357,1.9358598,6.5012898
13100,8.717,6.9299998,6.4699998,1.73,24,66.599998,20.200001,17.120001,9.4803677,1.9358598,6.5012898
12500,5.8720002,6.9299998,6.4000001,1.6799999,24,66.599998,20.200001,19.370001,9.4334841,1.9358598,6.5012898
8500,7.6719999,6.9299998,5.75,1.63,24,66.599998,20.200001,19.92,9.047821,1.9358598,6.5012898
5000,38.352001,6.9299998,5.4499998,1.49,24,66.599998,20.200001,30.59,8.5171928,1.9358598,6.5012898
6300,9.9169998,6.9299998,5.8499999,1.5,24,66.599998,20.200001,29.969999,8.7483053,1.9358598,6.5012898
5600,25.046,6.9299998,5.9899998,1.59,24,66.599998,20.200001,27.040001,8.6305218,1.9358598,6.5012898
7200,14.236,6.9299998,6.3400002,1.5700001,24,66.599998,20.200001,20.32,8.8818359,1.9358598,6.5012898
12100,9.5959997,6.9299998,6.4000001,1.64,24,66.599998,20.200001,20.309999,9.4009609,1.9358598,6.5012898
8300,24.802,6.9299998,5.3499999,1.7,24,66.599998,20.200001,19.77,9.0240107,1.9358598,6.5012898
8500,41.528999,6.9299998,5.5300002,1.61,24,66.599998,20.200001,27.379999,9.047821,1.9358598,6.5012898
5000,67.920998,6.9299998,5.6799998,1.4299999,24,66.599998,20.200001,22.98,8.5171928,1.9358598,6.5012898
11900,20.716,6.5900002,4.1399999,1.1799999,24,66.599998,20.200001,23.34,9.3842936,1.8855534,6.5012898
27901,11.951,6.5900002,5.6100001,1.29,24,66.599998,20.200001,12.13,10.236418,1.8855534,6.5012898
17200,7.4039998,5.9699998,5.6199999,1.45,24,66.599998,20.200001,26.4,9.7526646,1.7867469,6.5012898
27499,14.438,5.9699998,6.8499999,1.47,24,66.599998,20.200001,19.780001,10.221905,1.7867469,6.5012898
15000,51.136002,5.9699998,5.7600002,1.41,24,66.599998,20.200001,10.11,9.6158056,1.7867469,6.5012898
17200,14.051,5.9699998,6.6599998,1.53,24,66.599998,20.200001,21.219999,9.7526646,1.7867469,6.5012898
17900,18.811001,5.9699998,4.6300001,1.55,24,66.599998,20.200001,34.369999,9.7925558,1.7867469,6.5012898
16300,26.656,5.9699998,5.1500001,1.59,24,66.599998,20.200001,20.08,9.6989202,1.7867469,6.5012898
7012,45.745998,6.9299998,4.52,1.66,24,66.599998,20.200001,36.98,8.8553782,1.9358598,6.5012898
7200,18.084999,6.79,6.4299998,1.83,24,66.599998,20.200001,29.049999,8.8818359,1.9154509,6.5012898
7500,10.834,6.79,6.7800002,1.8200001,24,66.599998,20.200001,25.790001,8.922658,1.9154509,6.5012898
10400,25.941,6.79,5.3000002,1.65,24,66.599998,20.200001,26.639999,9.2495613,1.9154509,6.5012898
8800,73.533997,6.79,5.96,1.8,24,66.599998,20.200001,20.620001,9.0825071,1.9154509,6.5012898
8400,11.812,7.1799998,6.8200002,1.79,24,66.599998,20.200001,22.74,9.0359869,1.9712994,6.5012898
16700,11.087,7.1799998,6.4099998,1.86,24,66.599998,20.200001,15.02,9.7231636,1.9712994,6.5012898
14200,7.0229998,7.1799998,6.0100002,1.87,24,66.599998,20.200001,15.7,9.560997,1.9712994,6.5012898
20800,12.048,6.1399999,5.6500001,1.95,24,66.599998,20.200001,14.1,9.942708,1.8148247,6.5012898
13400,7.0500002,6.1399999,6.0999999,2.02,24,66.599998,20.200001,23.290001,9.5030098,1.8148247,6.5012898
11700,8.7919998,5.8400002,5.5599999,2.0599999,24,66.599998,20.200001,17.16,9.3673439,1.7647308,6.5012898
8300,15.86,6.79,5.9000001,1.91,24,66.599998,20.200001,24.389999,9.0240107,1.9154509,6.5012898
10200,12.247,5.8400002,5.8400002,2,24,66.599998,20.200001,15.69,9.2301426,1.7647308,6.5012898
10900,37.661999,6.79,6.1999998,1.86,24,66.599998,20.200001,14.52,9.2965183,1.9154509,6.5012898
11000,7.3670001,6.79,6.1900001,1.9400001,24,66.599998,20.200001,21.52,9.3056507,1.9154509,6.5012898
9500,9.3389997,6.79,6.3800001,1.97,24,66.599998,20.200001,24.08,9.1590471,1.9154509,6.5012898
14500,8.4919996,5.8400002,6.3499999,2.05,24,66.599998,20.200001,17.639999,9.5819035,1.7647308,6.5012898
14100,10.062,5.8400002,6.8299999,2.0899999,24,66.599998,20.200001,19.690001,9.5539303,1.7647308,6.5012898
16100,6.4439998,5.8400002,6.4200001,2.2,24,66.599998,20.200001,12.03,9.6865749,1.7647308,6.5012898
14300,5.5809999,7.1300001,6.4400001,2.3199999,24,66.599998,20.200001,16.219999,9.5680151,1.9643112,6.5012898
11700,13.913,7.1300001,6.21,2.22,24,66.599998,20.200001,15.17,9.3673439,1.9643112,6.5012898
13400,11.16,7.4000001,6.6300001,2.1199999,24,66.599998,20.200001,23.27,9.5030098,2.0014801,6.5012898
9600,14.421,7.4000001,6.46,2,24,66.599998,20.200001,18.049999,9.1695185,2.0014801,6.5012898
8700,15.177,7.4000001,6.1500001,1.91,24,66.599998,20.200001,26.450001,9.0710783,2.0014801,6.5012898
8400,13.678,7.4000001,5.9299998,1.8200001,24,66.599998,20.200001,34.02,9.0359869,2.0014801,6.5012898
12800,9.3909998,7.4000001,5.6300001,1.8200001,24,66.599998,20.200001,22.879999,9.4572001,2.0014801,6.5012898
10500,22.051001,7.4000001,5.8200002,1.87,24,66.599998,20.200001,22.110001,9.2591305,2.0014801,6.5012898
17100,9.724,7.4000001,6.4099998,2.0699999,24,66.599998,20.200001,19.52,9.7468338,2.0014801,6.5012898
18400,5.6659999,7.4000001,6.2199998,2,24,66.599998,20.200001,16.59,9.8201056,2.0014801,6.5012898
15400,9.967,7.4000001,6.48,1.98,24,66.599998,20.200001,18.85,9.6421232,2.0014801,6.5012898
10800,12.802,7.4000001,5.8499999,1.9,24,66.599998,20.200001,23.790001,9.2873011,2.0014801,6.5012898
11800,10.672,7.4000001,6.46,1.99,24,66.599998,20.200001,23.98,9.3758545,2.0014801,6.5012898
14900,6.2880001,7.4000001,6.3400002,2.0699999,24,66.599998,20.200001,17.790001,9.6091166,2.0014801,6.5012898
12600,9.9250002,7.4000001,6.25,2.2,24,66.599998,20.200001,16.440001,9.441452,2.0014801,6.5012898
14100,9.3290005,7.1300001,6.1799998,2.26,24,66.599998,20.200001,18.129999,9.5539303,1.9643112,6.5012898
13000,7.526,7.1300001,6.4200001,2.1900001,24,66.599998,20.200001,19.309999,9.4727049,1.9643112,6.5012898
13400,6.7179999,7.1300001,6.75,2.3199999,24,66.599998,20.200001,17.440001,9.5030098,1.9643112,6.5012898
15200,5.441,7.1300001,6.6500001,2.3599999,24,66.599998,20.200001,17.73,9.6290503,1.9643112,6.5012898
16100,5.0900002,7.1300001,6.3000002,2.3699999,24,66.599998,20.200001,17.27,9.6865749,1.9643112,6.5012898
17794,8.2480001,7.1300001,7.3899999,2.45,24,66.599998,20.200001,16.74,9.7866163,1.9643112,6.5012898
14900,9.5139999,7.1300001,6.73,2.5,24,66.599998,20.200001,18.709999,9.6091166,1.9643112,6.5012898
14100,4.7519999,7.1300001,6.52,2.4400001,24,66.599998,20.200001,18.129999,9.5539303,1.9643112,6.5012898
12700,4.6690001,7.1300001,5.98,2.5799999,24,66.599998,20.200001,19.01,9.449357,1.9643112,6.5012898
13500,8.2010002,7.1300001,5.9400001,2.78,24,66.599998,20.200001,16.940001,9.5104446,1.9643112,6.5012898
14900,7.7519999,7.1300001,6.3000002,2.78,24,66.599998,20.200001,16.23,9.6091166,1.9643112,6.5012898
20000,6.8010001,7.1300001,6.0799999,2.72,24,66.599998,20.200001,14.7,9.9034872,1.9643112,6.5012898
16400,4.8119998,7.1300001,6.6999998,2.5999999,24,66.599998,20.200001,16.42,9.7050362,1.9643112,6.5012898
17700,3.6930001,7.1300001,6.3699999,2.5699999,24,66.599998,20.200001,14.65,9.7813196,1.9643112,6.5012898
19500,6.6550002,7.1300001,6.3200002,2.73,24,66.599998,20.200001,13.99,9.87817,1.9643112,6.5012898
20200,5.8210001,7.1300001,6.5100002,2.8,24,66.599998,20.200001,10.29,9.9134378,1.9643112,6.5012898
21400,7.8390002,6.5500002,6.21,2.96,24,66.599998,20.200001,13.22,9.9711466,1.8794651,6.5012898
19900,3.1659999,6.5500002,5.7600002,3.0699999,24,66.599998,20.200001,14.13,9.8984747,1.8794651,6.5012898
19000,3.7750001,6.5500002,5.9499998,2.8699999,24,66.599998,20.200001,17.15,9.8521938,1.8794651,6.5012898
19100,4.4219999,5.8400002,6,2.54,24,66.599998,20.200001,21.32,9.8574438,1.7647308,6.5012898
17052,15.576,5.8000002,5.9299998,2.9100001,24,66.599998,20.200001,18.129999,9.7440224,1.7578579,6.5012898
20100,13.075,5.8000002,5.71,2.8199999,24,66.599998,20.200001,14.67,9.9084749,1.7578579,6.5012898
19900,4.349,5.8000002,6.1700001,3.03,24,66.599998,20.200001,16.290001,9.8984747,1.7578579,6.5012898
19600,4.0380001,5.3200002,6.23,3.0999999,24,66.599998,20.200001,12.87,9.8832846,1.6714734,6.5012898
23200,3.569,5.8000002,6.4400001,2.9000001,24,66.599998,20.200001,14.36,10.051908,1.7578579,6.5012898
29801,4.6469998,6.1399999,6.98,2.53,24,66.599998,20.200001,11.66,10.302298,1.8148247,6.5012898
13800,8.0559998,5.8400002,5.4299998,2.4300001,24,66.599998,20.200001,18.139999,9.532424,1.7647308,6.5012898
13300,6.3930001,5.8400002,6.1599998,2.21,24,66.599998,20.200001,24.1,9.4955196,1.7647308,6.5012898
16700,4.8709998,6.1399999,6.48,2.3099999,24,66.599998,20.200001,18.68,9.7231636,1.8148247,6.5012898
12000,15.023,6.1399999,5.3000002,2.0999999,24,66.599998,20.200001,24.91,9.392662,1.8148247,6.5012898
14600,10.233,6.1399999,6.1799998,2.1700001,24,66.599998,20.200001,18.030001,9.5887766,1.8148247,6.5012898
21400,14.334,6.1399999,6.23,1.95,24,66.599998,20.200001,13.11,9.9711466,1.8148247,6.5012898
23001,5.8239999,5.3200002,6.2399998,3.4200001,24,66.599998,20.200001,10.74,10.043293,1.6714734,6.5012898
23699,5.7080002,5.3200002,6.75,3.3299999,24,66.599998,20.200001,7.7399998,10.073188,1.6714734,6.5012898
24999,5.7309999,5.3200002,7.0599999,3.4100001,24,66.599998,20.200001,6.3499999,10.126591,1.6714734,6.5012898
21800,2.8180001,5.3200002,5.7600002,4.0999999,24,66.599998,20.200001,10.42,9.989665,1.6714734,6.5012898
20600,2.3789999,5.8299999,5.8699999,3.72,24,66.599998,20.200001,13.34,9.9330463,1.7630169,6.5012898
21200,3.674,5.8299999,6.3099999,3.99,24,66.599998,20.200001,10.58,9.9617567,1.7630169,6.5012898
19100,5.6919999,5.8299999,6.1100001,3.55,24,66.599998,20.200001,14.98,9.8574438,1.7630169,6.5012898
20600,4.836,5.8299999,5.9000001,3.1500001,24,66.599998,20.200001,11.45,9.9330463,1.7630169,6.5012898
15200,.15099999,6.0900002,5.4499998,1.8200001,4,71.099998,20.1,18.059999,9.6290503,1.8066481,6.5666723
7000,.183,6.0900002,5.4099998,1.76,4,71.099998,20.1,23.969999,8.8536654,1.8066481,6.5666723
8100,.207,6.0900002,5.0900002,1.8200001,4,71.099998,20.1,29.68,8.9996195,1.8066481,6.5666723
